id,station,date,prcp,tobs
2345,USC00519397,2016-08-04,0.04,80.0
2346,USC00519397,2016-08-05,0.01,80.0
2347,USC00519397,2016-08-06,0.0,80.0
2348,USC00519397,2016-08-07,0.39,77.0
2349,USC00519397,2016-08-08,0.02,81.0
2350,USC00519397,2016-08-09,0.0,80.0
2351,USC00519397,2016-08-10,0.0,80.0
2352,USC00519397,2016-08-11,0.0,80.0
2353,USC00519397,2016-08-12,0.0,79.0
2354,USC00519397,2016-08-13,0.0,79.0
2355,USC00519397,2016-08-14,0.0,79.0
2356,USC00519397,2016-08-15,0.0,79.0
2357,USC00519397,2016-08-16,0.0,80.0
2358,USC00519397,2016-08-17,0.0,78.0
2359,USC00519397,2016-08-18,0.0,80.0
2360,USC00519397,2016-08-19,0.04,77.0
2361,USC00519397,2016-08-20,0.0,80.0
2362,USC00519397,2016-08-21,0.12,76.0
2363,USC00519397,2016-08-22,0.4,77.0
2364,USC00519397,2016-08-23,0.0,81.0
2365,USC00519397,2016-08-24,0.08,79.0
2366,USC00519397,2016-08-25,0.08,80.0
2367,USC00519397,2016-08-26,0.0,79.0
2368,USC00519397,2016-08-27,0.0,77.0
2369,USC00519397,2016-08-28,0.01,78.0
2370,USC00519397,2016-08-29,0.0,78.0
2371,USC00519397,2016-08-30,0.0,79.0
2372,USC00519397,2016-08-31,0.13,80.0
2373,USC00519397,2016-09-01,0.0,81.0
2374,USC00519397,2016-09-02,0.0,80.0
2375,USC00519397,2016-09-03,0.0,79.0
2376,USC00519397,2016-09-04,0.03,75.0
2377,USC00519397,2016-09-05,,79.0
2378,USC00519397,2016-09-06,,76.0
2379,USC00519397,2016-09-07,0.05,76.0
2380,USC00519397,2016-09-08,0.0,80.0
2381,USC00519397,2016-09-09,0.03,79.0
2382,USC00519397,2016-09-10,0.0,78.0
2383,USC00519397,2016-09-11,0.05,76.0
2384,USC00519397,2016-09-12,0.0,78.0
2385,USC00519397,2016-09-13,0.02,78.0
2386,USC00519397,2016-09-14,1.32,75.0
2387,USC00519397,2016-09-15,0.42,79.0
2388,USC00519397,2016-09-16,0.06,80.0
2389,USC00519397,2016-09-17,0.05,79.0
2390,USC00519397,2016-09-18,0.0,81.0
2391,USC00519397,2016-09-19,0.0,77.0
2392,USC00519397,2016-09-20,0.0,77.0
2393,USC00519397,2016-09-21,0.0,78.0
2394,USC00519397,2016-09-22,0.02,76.0
2395,USC00519397,2016-09-23,0.0,82.0
2396,USC00519397,2016-09-24,0.0,81.0
2397,USC00519397,2016-09-25,0.0,78.0
2398,USC00519397,2016-09-26,0.06,80.0
2399,USC00519397,2016-09-27,0.02,80.0
2400,USC00519397,2016-09-28,0.0,79.0
2401,USC00519397,2016-09-29,0.0,80.0
2402,USC00519397,2016-09-30,0.0,80.0
2403,USC00519397,2016-10-01,0.0,80.0
2404,USC00519397,2016-10-02,0.0,79.0
2405,USC00519397,2016-10-03,0.0,79.0
2406,USC00519397,2016-10-04,0.0,79.0
2407,USC00519397,2016-10-05,0.0,80.0
2408,USC00519397,2016-10-06,0.0,80.0
2409,USC00519397,2016-10-07,0.0,79.0
2410,USC00519397,2016-10-08,0.0,78.0
2411,USC00519397,2016-10-09,0.0,76.0
2412,USC00519397,2016-10-10,0.0,75.0
2413,USC00519397,2016-10-11,0.0,80.0
2414,USC00519397,2016-10-12,0.0,80.0
2415,USC00519397,2016-10-13,0.0,79.0
2416,USC00519397,2016-10-14,0.0,80.0
2417,USC00519397,2016-10-15,0.0,79.0
2418,USC00519397,2016-10-16,0.0,78.0
2419,USC00519397,2016-10-17,0.01,78.0
2420,USC00519397,2016-10-18,0.0,80.0
2421,USC00519397,2016-10-19,0.0,81.0
2422,USC00519397,2016-10-20,0.0,79.0
2423,USC00519397,2016-10-21,0.05,77.0
2424,USC00519397,2016-10-22,0.15,79.0
2425,USC00519397,2016-10-23,0.01,78.0
2426,USC00519397,2016-10-24,0.0,77.0
2427,USC00519397,2016-10-25,0.03,77.0
2428,USC00519397,2016-10-26,0.0,78.0
2429,USC00519397,2016-10-27,0.0,77.0
2430,USC00519397,2016-10-28,0.0,78.0
2431,USC00519397,2016-10-29,0.0,77.0
2432,USC00519397,2016-10-30,0.24,76.0
2433,USC00519397,2016-10-31,0.03,77.0
2434,USC00519397,2016-11-01,0.0,77.0
2435,USC00519397,2016-11-02,0.0,77.0
2436,USC00519397,2016-11-03,0.0,77.0
2437,USC00519397,2016-11-04,0.0,77.0
2438,USC00519397,2016-11-05,0.0,76.0
2439,USC00519397,2016-11-06,0.0,75.0
2440,USC00519397,2016-11-07,0.0,71.0
2441,USC00519397,2016-11-08,0.07,71.0
2442,USC00519397,2016-11-09,0.0,71.0
2443,USC00519397,2016-11-10,0.0,71.0
2444,USC00519397,2016-11-11,0.0,72.0
2445,USC00519397,2016-11-12,0.0,71.0
2446,USC00519397,2016-11-13,0.0,72.0
2447,USC00519397,2016-11-14,0.0,77.0
2448,USC00519397,2016-11-15,0.0,77.0
2449,USC00519397,2016-11-16,0.0,77.0
2450,USC00519397,2016-11-17,0.0,77.0
2451,USC00519397,2016-11-18,0.0,77.0
2452,USC00519397,2016-11-19,0.03,75.0
2453,USC00519397,2016-11-20,0.05,76.0
2454,USC00519397,2016-11-21,0.01,76.0
2455,USC00519397,2016-11-22,0.13,75.0
2456,USC00519397,2016-11-23,0.14,72.0
2457,USC00519397,2016-11-24,0.05,74.0
2458,USC00519397,2016-11-25,0.05,75.0
2459,USC00519397,2016-11-26,0.05,73.0
2460,USC00519397,2016-11-27,0.0,76.0
2461,USC00519397,2016-11-28,0.01,75.0
2462,USC00519397,2016-11-29,0.0,68.0
2463,USC00519397,2016-11-30,0.14,75.0
2464,USC00519397,2016-12-01,0.12,75.0
2465,USC00519397,2016-12-02,0.03,72.0
2466,USC00519397,2016-12-03,0.0,69.0
2467,USC00519397,2016-12-04,0.03,71.0
2468,USC00519397,2016-12-05,0.43,68.0
2469,USC00519397,2016-12-06,0.02,67.0
2470,USC00519397,2016-12-07,0.0,69.0
2471,USC00519397,2016-12-08,0.03,73.0
2472,USC00519397,2016-12-09,0.52,70.0
2473,USC00519397,2016-12-10,0.05,70.0
2474,USC00519397,2016-12-11,0.04,70.0
2475,USC00519397,2016-12-12,0.01,66.0
2476,USC00519397,2016-12-13,0.05,67.0
2477,USC00519397,2016-12-14,0.03,70.0
2478,USC00519397,2016-12-15,0.0,66.0
2479,USC00519397,2016-12-16,0.0,62.0
2480,USC00519397,2016-12-17,0.01,71.0
2481,USC00519397,2016-12-18,0.13,73.0
2482,USC00519397,2016-12-19,0.01,69.0
2483,USC00519397,2016-12-20,0.0,77.0
2484,USC00519397,2016-12-21,0.0,74.0
2485,USC00519397,2016-12-22,0.01,71.0
2486,USC00519397,2016-12-23,0.01,72.0
2487,USC00519397,2016-12-24,0.01,74.0
2488,USC00519397,2016-12-25,0.0,74.0
2489,USC00519397,2016-12-26,0.02,74.0
2490,USC00519397,2016-12-27,0.0,74.0
2491,USC00519397,2016-12-28,0.02,71.0
2492,USC00519397,2016-12-29,0.04,73.0
2493,USC00519397,2016-12-30,0.12,69.0
2494,USC00519397,2016-12-31,0.01,66.0
2495,USC00519397,2017-01-01,0.0,62.0
2496,USC00519397,2017-01-02,0.0,66.0
2497,USC00519397,2017-01-03,0.0,63.0
2498,USC00519397,2017-01-04,0.0,62.0
2499,USC00519397,2017-01-05,0.0,63.0
2500,USC00519397,2017-01-06,0.0,64.0
2501,USC00519397,2017-01-07,0.0,66.0
2502,USC00519397,2017-01-08,0.0,60.0
2503,USC00519397,2017-01-09,0.0,64.0
2504,USC00519397,2017-01-10,0.0,63.0
2505,USC00519397,2017-01-11,0.0,78.0
2506,USC00519397,2017-01-12,0.0,67.0
2507,USC00519397,2017-01-13,0.0,67.0
2508,USC00519397,2017-01-14,0.0,65.0
2509,USC00519397,2017-01-15,0.0,66.0
2510,USC00519397,2017-01-16,0.0,67.0
2511,USC00519397,2017-01-17,0.0,66.0
2512,USC00519397,2017-01-18,0.0,72.0
2513,USC00519397,2017-01-19,0.0,73.0
2514,USC00519397,2017-01-20,0.0,71.0
2515,USC00519397,2017-01-21,0.0,72.0
2516,USC00519397,2017-01-22,0.16,72.0
2517,USC00519397,2017-01-23,0.0,72.0
2518,USC00519397,2017-01-24,0.04,69.0
2519,USC00519397,2017-01-25,0.03,72.0
2520,USC00519397,2017-01-26,0.0,71.0
2521,USC00519397,2017-01-27,0.0,65.0
2522,USC00519397,2017-01-28,0.0,64.0
2523,USC00519397,2017-01-29,0.18,67.0
2524,USC00519397,2017-01-30,0.0,67.0
2525,USC00519397,2017-01-31,0.0,68.0
2526,USC00519397,2017-02-01,0.0,70.0
2527,USC00519397,2017-02-02,0.0,61.0
2528,USC00519397,2017-02-03,0.0,65.0
2529,USC00519397,2017-02-04,0.0,72.0
2530,USC00519397,2017-02-05,0.0,73.0
2531,USC00519397,2017-02-06,0.0,76.0
2532,USC00519397,2017-02-07,0.51,64.0
2533,USC00519397,2017-02-08,0.0,62.0
2534,USC00519397,2017-02-09,0.0,61.0
2535,USC00519397,2017-02-10,0.0,71.0
2536,USC00519397,2017-02-11,0.31,69.0
2537,USC00519397,2017-02-12,2.62,68.0
2538,USC00519397,2017-02-13,0.01,74.0
2539,USC00519397,2017-02-14,0.0,75.0
2540,USC00519397,2017-02-15,0.0,75.0
2541,USC00519397,2017-02-16,0.07,71.0
2542,USC00519397,2017-02-17,0.0,71.0
2543,USC00519397,2017-02-18,0.0,68.0
2544,USC00519397,2017-02-19,0.0,69.0
2545,USC00519397,2017-02-20,0.0,71.0
2546,USC00519397,2017-02-21,0.06,70.0
2547,USC00519397,2017-02-22,0.06,72.0
2548,USC00519397,2017-02-23,0.01,74.0
2549,USC00519397,2017-02-24,0.0,70.0
2550,USC00519397,2017-02-25,0.03,64.0
2551,USC00519397,2017-02-26,0.0,65.0
2552,USC00519397,2017-02-27,0.0,72.0
2553,USC00519397,2017-02-28,0.0,74.0
2554,USC00519397,2017-03-01,1.19,66.0
2555,USC00519397,2017-03-02,0.73,73.0
2556,USC00519397,2017-03-03,0.47,69.0
2557,USC00519397,2017-03-04,0.0,74.0
2558,USC00519397,2017-03-05,0.35,71.0
2559,USC00519397,2017-03-06,0.0,69.0
2560,USC00519397,2017-03-07,0.0,68.0
2561,USC00519397,2017-03-08,0.0,71.0
2562,USC00519397,2017-03-09,0.0,72.0
2563,USC00519397,2017-03-10,0.0,68.0
2564,USC00519397,2017-03-11,0.0,71.0
2565,USC00519397,2017-03-12,0.0,74.0
2566,USC00519397,2017-03-13,0.0,71.0
2567,USC00519397,2017-03-14,0.0,71.0
2568,USC00519397,2017-03-15,0.0,71.0
2569,USC00519397,2017-03-16,0.0,70.0
2570,USC00519397,2017-03-17,0.0,72.0
2571,USC00519397,2017-03-18,0.0,69.0
2572,USC00519397,2017-03-19,0.0,73.0
2573,USC00519397,2017-03-20,0.0,75.0
2574,USC00519397,2017-03-21,0.0,75.0
2575,USC00519397,2017-03-22,0.0,74.0
2576,USC00519397,2017-03-23,0.0,70.0
2577,USC00519397,2017-03-24,0.02,73.0
2578,USC00519397,2017-03-25,0.0,76.0
2579,USC00519397,2017-03-26,0.0,76.0
2580,USC00519397,2017-03-27,0.0,75.0
2581,USC00519397,2017-03-28,0.0,77.0
2582,USC00519397,2017-03-29,0.0,76.0
2583,USC00519397,2017-03-30,0.0,77.0
2584,USC00519397,2017-03-31,0.0,76.0
2585,USC00519397,2017-04-01,0.0,76.0
2586,USC00519397,2017-04-02,0.0,76.0
2587,USC00519397,2017-04-03,0.0,77.0
2588,USC00519397,2017-04-04,0.0,76.0
2589,USC00519397,2017-04-05,0.0,78.0
2590,USC00519397,2017-04-06,0.0,77.0
2591,USC00519397,2017-04-07,0.0,77.0
2592,USC00519397,2017-04-08,0.0,77.0
2593,USC00519397,2017-04-09,0.0,72.0
2594,USC00519397,2017-04-10,0.0,75.0
2595,USC00519397,2017-04-11,0.0,79.0
2596,USC00519397,2017-04-12,0.0,78.0
2597,USC00519397,2017-04-13,0.0,77.0
2598,USC00519397,2017-04-14,0.26,75.0
2599,USC00519397,2017-04-15,0.01,73.0
2600,USC00519397,2017-04-16,0.0,74.0
2601,USC00519397,2017-04-17,0.02,74.0
2602,USC00519397,2017-04-18,0.0,75.0
2603,USC00519397,2017-04-19,0.02,74.0
2604,USC00519397,2017-04-20,0.05,78.0
2605,USC00519397,2017-04-21,0.23,73.0
2606,USC00519397,2017-04-22,0.32,76.0
2607,USC00519397,2017-04-23,0.03,77.0
2608,USC00519397,2017-04-24,0.0,77.0
2609,USC00519397,2017-04-25,0.0,77.0
2610,USC00519397,2017-04-26,0.0,77.0
2611,USC00519397,2017-04-27,0.0,78.0
2612,USC00519397,2017-04-28,0.0,76.0
2613,USC00519397,2017-04-29,0.12,72.0
2614,USC00519397,2017-04-30,0.89,63.0
2615,USC00519397,2017-05-01,0.26,75.0
2616,USC00519397,2017-05-02,0.0,78.0
2617,USC00519397,2017-05-03,0.0,78.0
2618,USC00519397,2017-05-04,0.0,78.0
2619,USC00519397,2017-05-05,0.0,79.0
2620,USC00519397,2017-05-06,0.0,79.0
2621,USC00519397,2017-05-07,0.0,79.0
2622,USC00519397,2017-05-08,0.0,77.0
2623,USC00519397,2017-05-10,0.0,78.0
2624,USC00519397,2017-05-11,0.01,78.0
2625,USC00519397,2017-05-12,0.0,79.0
2626,USC00519397,2017-05-13,0.0,79.0
2627,USC00519397,2017-05-14,0.0,77.0
2628,USC00519397,2017-05-15,0.05,78.0
2629,USC00519397,2017-05-16,0.01,78.0
2630,USC00519397,2017-05-17,0.0,78.0
2631,USC00519397,2017-05-18,0.01,73.0
2632,USC00519397,2017-05-19,0.0,76.0
2633,USC00519397,2017-05-20,0.0,78.0
2634,USC00519397,2017-05-21,0.0,76.0
2635,USC00519397,2017-05-22,0.0,77.0
2636,USC00519397,2017-05-23,0.08,87.0
2637,USC00519397,2017-05-24,0.13,77.0
2638,USC00519397,2017-05-25,0.15,77.0
2639,USC00519397,2017-05-27,0.01,74.0
2640,USC00519397,2017-05-28,0.02,76.0
2641,USC00519397,2017-05-29,0.0,75.0
2642,USC00519397,2017-05-30,0.26,76.0
2643,USC00519397,2017-05-31,0.02,79.0
2644,USC00519397,2017-06-01,0.0,79.0
2645,USC00519397,2017-06-02,0.0,79.0
2646,USC00519397,2017-06-03,0.02,79.0
2647,USC00519397,2017-06-04,0.0,79.0
2648,USC00519397,2017-06-05,0.0,80.0
2649,USC00519397,2017-06-06,0.0,79.0
2650,USC00519397,2017-06-07,0.0,79.0
2651,USC00519397,2017-06-08,0.0,80.0
2652,USC00519397,2017-06-09,0.0,80.0
2653,USC00519397,2017-06-10,0.04,77.0
2654,USC00519397,2017-06-11,0.08,79.0
2655,USC00519397,2017-06-12,0.02,83.0
2656,USC00519397,2017-06-13,0.0,80.0
2657,USC00519397,2017-06-14,0.0,80.0
2658,USC00519397,2017-06-15,0.0,78.0
2659,USC00519397,2017-06-16,0.0,79.0
2660,USC00519397,2017-06-17,0.0,80.0
2661,USC00519397,2017-06-18,0.05,77.0
2662,USC00519397,2017-06-19,0.0,80.0
2663,USC00519397,2017-06-20,0.02,78.0
2664,USC00519397,2017-06-21,0.0,79.0
2665,USC00519397,2017-06-22,0.0,80.0
2666,USC00519397,2017-06-23,0.0,78.0
2667,USC00519397,2017-06-24,0.06,80.0
2668,USC00519397,2017-06-25,0.0,80.0
2669,USC00519397,2017-06-26,0.0,81.0
2670,USC00519397,2017-06-27,0.0,80.0
2671,USC00519397,2017-06-28,0.0,79.0
2672,USC00519397,2017-06-29,0.0,79.0
2673,USC00519397,2017-06-30,0.08,75.0
2674,USC00519397,2017-07-01,0.02,80.0
2675,USC00519397,2017-07-02,0.02,80.0
2676,USC00519397,2017-07-03,0.04,78.0
2677,USC00519397,2017-07-04,0.04,80.0
2678,USC00519397,2017-07-05,0.0,80.0
2679,USC00519397,2017-07-06,0.0,81.0
2680,USC00519397,2017-07-07,0.0,79.0
2681,USC00519397,2017-07-08,0.0,80.0
2682,USC00519397,2017-07-09,0.0,80.0
2683,USC00519397,2017-07-10,0.0,80.0
2684,USC00519397,2017-07-11,0.0,78.0
2685,USC00519397,2017-07-12,0.0,81.0
2686,USC00519397,2017-07-13,0.07,79.0
2687,USC00519397,2017-07-14,0.02,81.0
2688,USC00519397,2017-07-15,0.0,80.0
2689,USC00519397,2017-07-16,0.02,78.0
2690,USC00519397,2017-07-17,0.03,80.0
2691,USC00519397,2017-07-18,0.05,80.0
2692,USC00519397,2017-07-20,0.03,80.0
2693,USC00519397,2017-07-21,0.0,80.0
2694,USC00519397,2017-07-22,0.03,81.0
2695,USC00519397,2017-07-23,0.0,81.0
2696,USC00519397,2017-07-24,0.05,78.0
2697,USC00519397,2017-07-25,0.0,80.0
2698,USC00519397,2017-07-26,0.0,82.0
2699,USC00519397,2017-07-27,0.0,79.0
2700,USC00519397,2017-07-28,0.0,81.0
2701,USC00519397,2017-07-29,0.0,81.0
2702,USC00519397,2017-07-30,0.0,81.0
2703,USC00519397,2017-07-31,0.0,80.0
2704,USC00519397,2017-08-01,0.02,77.0
2705,USC00519397,2017-08-02,0.0,73.0
2706,USC00519397,2017-08-03,0.0,79.0
2707,USC00519397,2017-08-04,0.02,80.0
2708,USC00519397,2017-08-05,0.0,81.0
2709,USC00519397,2017-08-06,0.0,80.0
2710,USC00519397,2017-08-07,0.0,80.0
2711,USC00519397,2017-08-08,0.0,80.0
2712,USC00519397,2017-08-09,0.0,80.0
2713,USC00519397,2017-08-10,0.0,81.0
2714,USC00519397,2017-08-11,0.0,78.0
2715,USC00519397,2017-08-12,0.0,80.0
2716,USC00519397,2017-08-13,0.0,81.0
2717,USC00519397,2017-08-14,0.0,79.0
2718,USC00519397,2017-08-15,0.02,78.0
2719,USC00519397,2017-08-18,0.0,80.0
2720,USC00519397,2017-08-19,0.0,79.0
2721,USC00519397,2017-08-20,0.0,81.0
2722,USC00519397,2017-08-21,0.0,81.0
2723,USC00519397,2017-08-22,0.0,82.0
2724,USC00519397,2017-08-23,0.0,81.0
2725,USC00513117,2010-01-01,0.28,67.0
2726,USC00513117,2010-01-02,0.0,65.0
2727,USC00513117,2010-01-03,0.0,75.0
2728,USC00513117,2010-01-04,0.0,76.0
2729,USC00513117,2010-01-05,0.0,76.0
2730,USC00513117,2010-01-06,0.02,76.0
2731,USC00513117,2010-01-07,0.38,70.0
2732,USC00513117,2010-01-08,0.01,66.0
2733,USC00513117,2010-01-09,0.0,69.0
2734,USC00513117,2010-01-10,0.0,74.0
2735,USC00513117,2010-01-11,0.03,67.0
2736,USC00513117,2010-01-12,0.0,64.0
2737,USC00513117,2010-01-13,0.0,64.0
2738,USC00513117,2010-01-14,0.0,65.0
2739,USC00513117,2010-01-15,0.0,69.0
2740,USC00513117,2010-01-16,0.0,71.0
2741,USC00513117,2010-01-17,0.0,69.0
2742,USC00513117,2010-01-18,0.0,73.0
2743,USC00513117,2010-01-19,0.0,73.0
2744,USC00513117,2010-01-20,0.01,72.0
2745,USC00513117,2010-01-21,0.04,70.0
2746,USC00513117,2010-01-22,0.0,65.0
2747,USC00513117,2010-01-23,0.0,73.0
2748,USC00513117,2010-01-24,0.0,74.0
2749,USC00513117,2010-01-25,0.0,68.0
2750,USC00513117,2010-01-26,0.0,77.0
2751,USC00513117,2010-01-27,0.12,71.0
2752,USC00513117,2010-01-28,0.19,68.0
2753,USC00513117,2010-01-29,0.19,68.0
2754,USC00513117,2010-01-30,1.7,69.0
2755,USC00513117,2010-01-31,0.28,73.0
2756,USC00513117,2010-02-01,0.01,69.0
2757,USC00513117,2010-02-02,0.0,70.0
2758,USC00513117,2010-02-03,0.31,66.0
2759,USC00513117,2010-02-04,0.0,69.0
2760,USC00513117,2010-02-05,0.0,70.0
2761,USC00513117,2010-02-06,0.06,66.0
2762,USC00513117,2010-02-07,0.0,66.0
2763,USC00513117,2010-02-08,0.0,71.0
2764,USC00513117,2010-02-09,0.0,72.0
2765,USC00513117,2010-02-10,0.0,65.0
2766,USC00513117,2010-02-13,,71.0
2767,USC00513117,2010-02-14,0.0,67.0
2768,USC00513117,2010-02-15,0.0,72.0
2769,USC00513117,2010-02-16,0.0,64.0
2770,USC00513117,2010-02-17,0.02,69.0
2771,USC00513117,2010-02-18,0.0,68.0
2772,USC00513117,2010-02-19,0.05,63.0
2773,USC00513117,2010-02-20,0.17,66.0
2774,USC00513117,2010-02-21,0.04,66.0
2775,USC00513117,2010-02-22,0.87,66.0
2776,USC00513117,2010-02-23,0.0,65.0
2777,USC00513117,2010-02-24,0.0,65.0
2778,USC00513117,2010-02-25,0.0,70.0
2779,USC00513117,2010-02-26,0.0,74.0
2780,USC00513117,2010-02-27,0.0,70.0
2781,USC00513117,2010-02-28,0.0,70.0
2782,USC00513117,2010-03-01,0.04,70.0
2783,USC00513117,2010-03-02,0.0,71.0
2784,USC00513117,2010-03-03,0.0,71.0
2785,USC00513117,2010-03-04,0.33,68.0
2786,USC00513117,2010-03-05,0.21,69.0
2787,USC00513117,2010-03-06,0.09,71.0
2788,USC00513117,2010-03-07,0.0,70.0
2789,USC00513117,2010-03-08,0.34,70.0
2790,USC00513117,2010-03-09,0.05,68.0
2791,USC00513117,2010-03-10,0.04,70.0
2792,USC00513117,2010-03-11,0.09,71.0
2793,USC00513117,2010-03-12,0.03,71.0
2794,USC00513117,2010-03-13,0.0,70.0
2795,USC00513117,2010-03-14,0.0,72.0
2796,USC00513117,2010-03-15,0.16,70.0
2797,USC00513117,2010-03-16,0.16,71.0
2798,USC00513117,2010-03-17,0.4,66.0
2799,USC00513117,2010-03-18,0.44,66.0
2800,USC00513117,2010-03-19,0.08,69.0
2801,USC00513117,2010-03-20,0.01,69.0
2802,USC00513117,2010-03-21,0.0,71.0
2803,USC00513117,2010-03-22,0.0,68.0
2804,USC00513117,2010-03-23,0.0,67.0
2805,USC00513117,2010-03-24,0.03,72.0
2806,USC00513117,2010-03-25,0.01,72.0
2807,USC00513117,2010-03-26,0.02,71.0
2808,USC00513117,2010-03-27,0.01,71.0
2809,USC00513117,2010-03-28,0.01,71.0
2810,USC00513117,2010-03-29,0.0,72.0
2811,USC00513117,2010-03-30,0.02,73.0
2812,USC00513117,2010-03-31,0.02,71.0
2813,USC00513117,2010-04-01,0.01,73.0
2814,USC00513117,2010-04-02,0.02,71.0
2815,USC00513117,2010-04-03,0.03,72.0
2816,USC00513117,2010-04-04,0.13,71.0
2817,USC00513117,2010-04-05,0.19,71.0
2818,USC00513117,2010-04-06,0.07,69.0
2819,USC00513117,2010-04-07,0.51,70.0
2820,USC00513117,2010-04-08,0.0,73.0
2821,USC00513117,2010-04-09,0.24,69.0
2822,USC00513117,2010-04-10,0.03,72.0
2823,USC00513117,2010-04-11,0.03,69.0
2824,USC00513117,2010-04-12,0.01,71.0
2825,USC00513117,2010-04-13,0.06,71.0
2826,USC00513117,2010-04-14,0.07,69.0
2827,USC00513117,2010-04-15,0.0,69.0
2828,USC00513117,2010-04-16,0.03,67.0
2829,USC00513117,2010-04-17,0.02,69.0
2830,USC00513117,2010-04-18,0.0,70.0
2831,USC00513117,2010-04-19,0.01,71.0
2832,USC00513117,2010-04-20,0.06,70.0
2833,USC00513117,2010-04-21,0.0,72.0
2834,USC00513117,2010-04-22,0.0,72.0
2835,USC00513117,2010-04-23,0.13,71.0
2836,USC00513117,2010-04-24,0.15,73.0
2837,USC00513117,2010-04-25,0.0,74.0
2838,USC00513117,2010-04-26,0.0,72.0
2839,USC00513117,2010-04-27,0.01,72.0
2840,USC00513117,2010-04-28,0.07,71.0
2841,USC00513117,2010-04-29,0.01,74.0
2842,USC00513117,2010-04-30,0.02,74.0
2843,USC00513117,2010-05-01,0.02,72.0
2844,USC00513117,2010-05-02,0.03,72.0
2845,USC00513117,2010-05-03,0.89,72.0
2846,USC00513117,2010-05-04,0.07,73.0
2847,USC00513117,2010-05-05,0.0,74.0
2848,USC00513117,2010-05-06,0.0,73.0
2849,USC00513117,2010-05-07,0.08,72.0
2850,USC00513117,2010-05-08,0.01,76.0
2851,USC00513117,2010-05-09,0.0,73.0
2852,USC00513117,2010-05-10,0.0,74.0
2853,USC00513117,2010-05-11,0.0,74.0
2854,USC00513117,2010-05-12,0.01,73.0
2855,USC00513117,2010-05-13,0.01,75.0
2856,USC00513117,2010-05-14,0.0,74.0
2857,USC00513117,2010-05-15,0.06,69.0
2858,USC00513117,2010-05-16,0.1,74.0
2859,USC00513117,2010-05-17,0.0,73.0
2860,USC00513117,2010-05-18,0.0,74.0
2861,USC00513117,2010-05-19,0.0,73.0
2862,USC00513117,2010-05-20,0.08,72.0
2863,USC00513117,2010-05-21,0.05,73.0
2864,USC00513117,2010-05-22,0.05,75.0
2865,USC00513117,2010-05-23,0.04,74.0
2866,USC00513117,2010-05-24,0.07,74.0
2867,USC00513117,2010-05-25,0.09,74.0
2868,USC00513117,2010-05-26,0.08,74.0
2869,USC00513117,2010-05-27,0.0,74.0
2870,USC00513117,2010-05-28,0.0,71.0
2871,USC00513117,2010-05-29,0.01,74.0
2872,USC00513117,2010-05-30,0.0,75.0
2873,USC00513117,2010-05-31,0.02,75.0
2874,USC00513117,2010-06-01,0.03,74.0
2875,USC00513117,2010-06-02,0.0,76.0
2876,USC00513117,2010-06-03,0.0,75.0
2877,USC00513117,2010-06-04,0.0,75.0
2878,USC00513117,2010-06-05,0.0,74.0
2879,USC00513117,2010-06-06,0.0,75.0
2880,USC00513117,2010-06-07,0.02,75.0
2881,USC00513117,2010-06-08,0.0,75.0
2882,USC00513117,2010-06-09,0.0,75.0
2883,USC00513117,2010-06-10,0.02,75.0
2884,USC00513117,2010-06-11,0.0,83.0
2885,USC00513117,2010-06-12,0.0,75.0
2886,USC00513117,2010-06-13,0.01,76.0
2887,USC00513117,2010-06-14,0.06,73.0
2888,USC00513117,2010-06-15,0.0,74.0
2889,USC00513117,2010-06-16,0.01,74.0
2890,USC00513117,2010-06-17,0.02,75.0
2891,USC00513117,2010-06-18,0.06,70.0
2892,USC00513117,2010-06-19,0.13,74.0
2893,USC00513117,2010-06-20,0.02,75.0
2894,USC00513117,2010-06-21,0.01,75.0
2895,USC00513117,2010-06-22,0.0,75.0
2896,USC00513117,2010-06-23,0.0,75.0
2897,USC00513117,2010-06-24,0.01,75.0
2898,USC00513117,2010-06-25,0.05,74.0
2899,USC00513117,2010-06-26,0.24,72.0
2900,USC00513117,2010-06-27,0.03,76.0
2901,USC00513117,2010-06-28,0.11,73.0
2902,USC00513117,2010-06-29,0.0,75.0
2903,USC00513117,2010-06-30,0.03,76.0
2904,USC00513117,2010-07-01,0.01,73.0
2905,USC00513117,2010-07-02,0.14,72.0
2906,USC00513117,2010-07-03,0.06,75.0
2907,USC00513117,2010-07-04,0.07,75.0
2908,USC00513117,2010-07-05,0.03,72.0
2909,USC00513117,2010-07-06,0.05,72.0
2910,USC00513117,2010-07-07,0.11,73.0
2911,USC00513117,2010-07-08,0.04,74.0
2912,USC00513117,2010-07-09,0.04,74.0
2913,USC00513117,2010-07-10,0.09,73.0
2914,USC00513117,2010-07-11,0.02,81.0
2915,USC00513117,2010-07-12,0.0,72.0
2916,USC00513117,2010-07-13,0.01,72.0
2917,USC00513117,2010-07-14,0.45,70.0
2918,USC00513117,2010-07-15,0.04,72.0
2919,USC00513117,2010-07-16,0.02,76.0
2920,USC00513117,2010-07-17,0.04,75.0
2921,USC00513117,2010-07-18,0.05,75.0
2922,USC00513117,2010-07-19,0.12,74.0
2923,USC00513117,2010-07-20,0.21,75.0
2924,USC00513117,2010-07-21,0.0,74.0
2925,USC00513117,2010-07-22,0.15,76.0
2926,USC00513117,2010-07-23,0.09,73.0
2927,USC00513117,2010-07-24,0.0,77.0
